gene	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl-4	XM1845_OE-1	XM1845_OE-2	XM1845_OE-3	XM1845_OE-4
FANCL	17.346161	20.646116	21.233171	22.371656	19.777809	20.140532	18.860645	19.803843
FN1	6.51481	6.352518	8.821184	7.348005	7.782323	5.330374	5.606717	5.694372
STAT1	25.987221	21.187519	25.915815	24.873137	25.29978	23.928385	24.516329	24.910912
GLS	24.160622	26.907955	27.283863	31.141335	27.499567	21.051516	26.942286	24.970921
PAPOLG	4.418669	5.154683	6.383695	5.562697	6.028217	6.484884	4.843091	5.394273
DNAH6	0	0	0	0	0	0	0.013618	0
PECR	0.408509	0.56496	0.278566	0.649055	0.638012	1.012653	0.723848	0.405938
UNC50	20.78207	23.7432	20.772316	22.338615	21.311785	21.213112	22.419989	22.947149
ELMOD3	4.127108	5.367877	3.265683	6.272723	6.913692	4.568744	7.916162	5.323779
USP34	19.66614	22.072876	20.055429	24.36075	22.217852	20.635303	18.534143	16.06526
EFHD1	25.200602	20.372143	27.256054	22.703749	21.064098	17.151264	14.836761	14.207825
KCNJ13	0	0.039474	0.099987	0	0	0	0	0.058842
CCT4	142.182724	135.808792	127.111938	148.712891	136.250931	142.711243	142.945435	146.603516
GGCX	14.037263	15.187315	11.739959	13.557927	11.336759	12.922053	16.121321	12.588545
EHBP1	19.953312	27.313118	25.771379	27.26757	22.919231	17.468822	22.696001	28.717129
OTX1	6.034285	6.598394	6.159807	6.7277	7.241082	7.776036	7.373387	7.527835
TXNDC9	24.159498	23.338572	25.47991	28.513439	27.123722	23.065069	21.393847	24.453217
COQ10B	7.422964	7.508679	7.713408	5.845292	5.595006	5.767791	6.228653	5.512847
SF3B1	60.95417	65.161568	69.244057	71.396744	64.291046	65.929863	67.070267	67.415794
ST3GAL5	2.165396	1.581128	1.569957	2.307746	1.836015	0.841199	1.346584	1.922693
CHST10	0.102347	0.040974	0	0	0	0.049199	0	0
PDCL3	14.636067	13.218161	13.530057	13.445767	13.741423	12.909251	12.853526	14.388236
MOB4	7.484545	10.030443	7.482774	8.48774	7.360957	8.91968	4.6487	7.816199
HSPE1	110.886848	91.212585	80.280159	87.67424	104.701492	100.624313	85.03981	83.130997
KDM3A	8.749582	10.050991	9.262492	7.452894	8.387867	6.751827	8.455856	9.852643
PLCD4	0.632198	1.203962	0.951317	0.911632	0.807972	1.059129	1.060263	0.642139
CHMP3	31.737913	39.492542	31.364691	27.190006	24.133343	26.745335	27.189589	23.606665
ZNF142	11.555082	7.853388	8.617651	10.172991	10.303405	13.646818	9.049305	10.396102
IL1R1	0.226682	0.333133	0.342438	0.427513	0.378011	0.24133	0.530712	0.307429
WNT6	0.616663	0.470816	0.258936	0.105934	0.587217	0.805248	0.650959	0.407716
FHL2	69.387817	69.063728	50.997795	68.443253	56.928707	63.322311	58.313938	57.796974
CNPPD1	12.199145	11.777784	12.555216	10.398212	9.894821	12.70747	10.500235	12.421943
UXS1	22.983547	30.398283	27.486591	21.814737	27.084127	27.305174	21.893074	23.994326
ABCB6	19.39609	16.723682	16.836153	18.292944	13.484177	16.515526	18.186106	15.439444
STK16	8.024421	4.949073	5.159289	3.538768	5.074919	6.138107	5.151852	4.720466
HDLBP	202.784332	199.313141	152.360977	136.23056	210.452118	256.759583	163.674683	165.650635
PPP1R7	22.599655	26.468803	20.218945	31.605417	20.698071	18.295193	20.252693	20.549692
PASK	9.000915	11.667486	9.123051	6.824104	6.485799	7.992851	7.706748	7.135781
STK25	30.165655	30.776035	33.044128	34.380005	30.983809	30.843754	40.358986	38.12011
TPO	0.086466	0.032401	0.08207	0.033241	0.081769	0.075735	0.07592	0.10733
PROC	1.971051	2.193484	1.837632	1.360536	1.499743	1.202462	1.135262	1.30555
ID2	10.448111	10.601931	12.798995	12.555621	10.662346	11.932443	8.167341	9.394714
TAF1B	4.983929	6.676259	4.874319	5.517211	4.804232	5.780771	5.311519	7.247166
HPCAL1	55.227409	61.719341	54.141239	57.467712	65.023689	67.226059	62.904968	61.327438
ODC1	79.909378	87.762848	74.647682	97.392853	83.286804	74.009171	83.323265	82.731407
BIRC6	20.399986	21.683115	21.11104	27.090696	23.697889	23.832502	23.082552	21.034321
NOL10	15.796895	16.363672	19.540665	18.715572	19.780527	16.346283	18.782803	17.162291
PLEKHB2	16.048637	16.653536	11.869675	17.020704	15.464402	16.909206	16.47171	18.011061
GORASP2	28.324846	32.636276	36.657444	30.72769	29.444172	35.081806	32.904499	32.231098
STRN	8.110495	8.681053	11.038083	10.198618	10.161126	8.766558	10.057188	9.019078
CEBPZ	32.097427	37.488667	38.438438	44.117229	39.056011	36.168037	40.667393	38.207363
PRKD3	19.768467	25.880655	19.361732	20.674791	18.087418	19.28496	19.018396	18.810061
DCAF17	3.044976	3.335605	3.02328	3.38245	1.455242	1.998289	3.875214	4.286932
RAB3GAP1	12.412425	11.445118	9.8319	12.13693	9.44804	14.317616	9.490761	9.77695
SLC25A12	12.827338	9.752457	13.280587	13.260566	10.806789	10.820458	10.525172	10.569513
RMDN2	1.521171	1.065544	0.891472	1.628731	1.876696	0.584945	1.257254	0.6605
DLX2	1.766184	1.45961	1.866387	1.537427	1.306721	1.808363	1.722608	1.039037
DARS	33.306686	32.540253	26.858925	47.470627	26.525127	26.459412	30.14377	29.99415
SRSF7	43.412735	41.151531	42.298927	49.944778	39.804672	42.221054	43.18605	44.615055
SDC1	26.618629	33.391594	25.070667	25.433338	49.784882	23.595919	19.487837	45.257488
PLCL1	0	0.017472	0	0.027068	0	0.02077	0.017546	0.010105
SLC1A4	13.261324	12.940542	13.092777	13.613374	11.944137	11.326056	10.395266	10.744358
SOS1	12.196735	12.075513	21.200348	17.880978	14.192325	10.042593	9.805087	17.280474
KYNU	0.034551	0.047101	0.063129	0.043189	0	0.102694	0.046192	0.053671
WIPF1	31.19692	31.003323	31.242834	32.53952	31.365997	30.835238	28.771084	31.610514
ORC2	14.421753	17.454161	21.002083	14.768847	14.210135	12.036038	15.249893	15.75654
COX7A2L	26.124836	46.327393	39.990154	37.607334	36.719296	38.8694	37.561901	41.24752
PNO1	23.434788	23.210598	22.789242	24.427124	24.681629	23.558249	23.433516	24.042011
ORC4	7.284936	5.383417	11.920389	6.330196	9.521724	11.165936	5.166171	9.599464
PLEK	0	0	0	0	0	0	0.040352	0
RND3	10.944905	8.842282	9.07722	12.720694	9.291427	9.0338	11.686273	11.404359
ATF2	8.530684	9.321383	8.962635	9.61209	9.83031	10.499262	8.787285	10.706833
THADA	11.153664	10.409672	9.586183	11.758207	11.028774	9.134361	15.776999	15.649786
AAK1	12.33629	10.907906	17.227867	11.190418	10.464871	13.226584	15.038007	14.789267
TRAK2	8.884103	9.309072	8.373348	9.176643	8.642547	8.594412	8.708183	9.076086
C2orf42	2.842886	5.924391	3.442701	3.772204	4.014164	3.310195	3.983179	2.513317
TIA1	33.199089	34.969936	31.912218	38.300091	33.804539	35.046612	35.41061	31.417683
PCYOX1	25.664742	25.107971	27.680275	27.572519	26.588095	25.397881	22.351486	24.820765
EPAS1	38.737869	27.420637	28.868799	26.415205	28.689358	28.904003	27.338461	27.409372
ARID3A	6.110603	4.547481	5.822232	5.900893	5.107158	5.282751	4.404096	4.891652
SUMO1	31.899057	33.673996	27.922306	38.793423	39.899063	29.745815	30.330935	35.374699
GRIN3B	0.106307	0.178216	0	0.054203	0.057581	0.353411	0.16846	0
VAX2	0	0.203049	0.192869	0.307228	0.382127	0.548571	0.404728	0.34707
ATP6V1B1	0	0	0	0	0	0	0.109266	0
NFE2L2	23.924137	37.758759	23.147562	35.35162	27.398727	25.619528	33.487755	27.921583
MSH6	22.810307	16.51375	23.587072	17.124582	17.043091	16.165091	18.159109	19.789312
PLEKHA3	2.463451	2.755076	1.596424	2.034786	0.924329	3.123248	2.374263	0.758247
SPR	28.807804	31.573963	27.185022	27.20702	32.103886	38.031666	29.627584	28.134111
PARD3B	1.260482	1.086936	1.431607	1.278489	1.196714	1.178914	1.355514	1.518818
FARSB	24.087965	23.759083	25.229513	29.566284	22.864361	22.526327	24.111343	24.383867
ALMS1	6.743127	8.910224	6.49163	8.602571	8.408594	8.30474	6.714404	6.527053
BCL9	11.975229	12.301402	10.38953	11.316544	12.618979	11.221375	12.720732	12.195072
DHCR24	71.207718	72.671745	65.101074	70.525665	80.028984	127.638893	125.678207	84.731766
DNAJC16	5.66793	7.849305	9.115048	8.201262	7.809317	5.517536	10.305481	6.624488
MARK1	3.96467	6.140319	5.455895	4.814076	6.758963	4.02954	6.048444	5.416273
MORN1	4.693899	4.255148	3.820673	3.324268	5.829148	4.58301	3.988453	5.756591
CACYBP	46.615387	48.976849	94.647408	53.177986	47.149963	97.229218	50.33646	50.583019
SCP2	18.396267	24.259611	26.715738	26.003729	15.399929	18.564491	21.598059	26.648535
TPSG1	0	0.105098	0	0	0	0	0.107852	0
PAPPA2	0.413576	0.691529	0.409524	0.54966	1.202524	1.280511	1.034967	0.983011
RALGPS2	4.120238	7.810343	5.422566	11.388161	6.198148	6.681543	6.415716	5.913137
CEP104	12.983382	14.69294	9.859097	15.336882	19.074478	14.615582	12.673249	14.485133
FAM20B	15.027366	15.289618	18.032993	17.382639	15.972936	17.072554	15.144738	15.865009
TCEANC2	1.556555	1.345402	1.107743	1.777577	1.75228	1.836747	1.646654	1.732214
TMEM59	24.331108	26.937244	23.559162	29.440825	25.219809	24.087795	24.43144	26.886192
LRRC42	25.586494	24.921822	21.942566	26.124168	24.123491	25.266029	22.10928	25.540466
WRAP73	16.635338	13.471783	14.910837	13.587626	17.737583	12.051143	15.107478	12.758418
MRPL37	107.398705	97.097763	82.847176	98.427162	87.732437	101.678696	108.626823	81.8657
ICMT	31.871174	40.804291	34.898197	38.19286	19.684332	39.254101	35.813122	39.180004
RPL22	247.499054	220.446793	223.555176	211.818329	198.059799	185.189774	203.595184	191.233292
CHD5	0.232559	0.990394	0.244629	0.130794	0.084349	0.217289	0.090438	0.185594
QSOX1	17.557455	20.348841	15.703817	13.924969	13.615248	18.505938	13.499519	13.647422
STXBP3	12.407302	15.166816	15.050513	18.933662	16.41539	16.151878	14.708904	14.733415
PHF13	12.616396	10.326299	9.920575	9.721251	9.570507	10.430057	10.074358	11.603721
ERRFI1	10.481093	11.993268	10.234999	11.349165	11.659927	13.334222	12.339556	10.599422
PARK7	176.744965	154.318039	139.774536	150.823639	148.020554	146.605652	148.902939	153.25
KIAA1324	3.080389	2.655408	3.049784	5.742084	2.696003	2.708647	3.197942	2.895527
OPRD1	0.022417	0	0.008768	0.021378	0.010857	0.017788	0.011095	0.027533
AMPD2	43.754498	46.043663	30.591314	24.479807	39.31134	36.401737	35.606071	43.186554
SRSF4	48.348263	37.099396	36.187862	40.580738	31.814917	30.792368	31.614874	44.912605
MECR	12.267246	11.622576	12.715064	10.209869	15.807497	12.471864	13.802305	11.382647
KCNC4	5.463381	5.530165	6.549169	3.28091	7.744887	5.461894	6.935094	5.433582
EDEM3	6.357555	7.623602	8.753265	7.765069	8.187532	6.493463	8.171294	8.023531
WDR77	51.75259	56.994072	47.128178	58.687149	56.622612	58.67585	55.377319	59.411213
ATP5F1	293.06424	276.299591	201.533142	294.368347	201.133652	251.730667	202.967484	265.867126
RAP1A	16.076786	28.068106	29.414383	17.461699	21.465506	12.691771	19.466442	27.986809
HDAC1	103.366508	114.315102	117.468636	118.029282	104.242592	112.291473	104.705574	111.012535
CAPZA1	107.259155	48.946289	96.68615	63.396015	117.845001	54.022583	60.602531	66.656479
S100PBP	14.795609	7.913922	16.291962	10.492527	12.069568	14.940347	14.517879	14.047729
RNF19B	8.055014	7.876451	7.311251	7.736561	8.349263	7.017291	7.821024	8.159347
SCAMP3	76.810349	62.235828	69.615204	73.722168	85.070572	81.752708	69.757927	75.289612
TRIM62	3.479247	3.188241	3.731172	2.260738	2.503314	2.658853	2.362101	2.576176
ASH1L	15.383702	16.217773	18.776852	17.324917	19.595285	17.625166	17.314772	18.155096
SFPQ	289.800446	297.157104	239.50267	201.351959	276.495728	360.557159	263.380219	352.183014
RHOU	6.532832	6.668086	5.692098	6.032206	6.283017	6.097978	5.998876	6.429115
GON4L	24.094725	18.13636	24.804419	16.927958	17.912075	21.263578	20.698053	16.589714
ARHGEF2	63.747482	64.893173	55.159737	52.196976	43.281651	50.894913	56.952366	56.866295
LAMTOR2	45.403748	43.643456	44.85886	34.521618	39.327908	51.371899	48.866711	32.000324
MEF2D	33.33556	26.863485	29.647827	28.40694	26.661043	31.348314	25.195311	29.163464
DOCK7	10.491872	8.611144	12.410405	11.657101	12.588119	9.162923	9.746451	9.695165
SRM	139.072433	111.877899	102.548187	146.055862	176.744003	121.534821	155.679779	121.692177
FBXO2	23.341455	17.751091	16.662325	11.33699	16.720016	17.698751	17.282516	17.156904
FBXO6	4.409783	4.157653	2.701706	3.15999	3.546486	3.587452	3.930793	4.772288
C1orf21	0.130642	0.085082	0.121547	0.064441	0.085765	0.054485	0.062656	0.056256
SWT1	1.171105	0.783823	0.96228	1.294371	0.491956	0.602012	0.732504	0.685024
MAD2L2	57.218357	56.070526	50.273876	50.485409	51.234627	52.900475	61.220688	49.912514
DNAJC6	9.108891	9.755423	10.431129	9.964921	9.789903	11.002218	9.070504	5.890924
LEPR	0.887381	1.907273	1.630456	1.878179	0.962781	1.243123	2.192302	0.911076
IVNS1ABP	39.75267	45.75491	37.2024	33.55407	35.15942	32.360695	43.048969	46.478146
KIAA2013	17.444895	19.210627	20.95104	15.339326	17.620972	19.268095	19.251945	21.726831
MFN2	49.384701	44.423771	45.120438	44.796028	46.387501	52.64666	49.42067	51.0242
PRG4	0.241552	0.242408	0.262564	0.250677	0.229551	0.331779	0.281231	0.272406
MIIP	26.355898	25.655794	25.918768	17.980465	25.429424	24.246593	24.135757	23.024811
SMG7	25.762918	30.578596	29.408451	36.857616	41.505817	30.878477	38.782707	45.717884
NCF2	0.076988	0	0.127004	0.052843	0	0	0.072445	0
PDC	0	0.187518	0	0	0	0	0	0
SLC35D1	2.618565	2.895746	2.586447	3.281192	3.211664	2.621314	2.804678	2.941072
PLA2G4A	18.456026	18.539406	16.638359	20.326088	16.498587	17.739199	14.177491	15.993194
GADD45A	8.928499	8.349081	9.790771	8.270481	6.906208	7.005751	7.75678	8.099743
WLS	43.643307	44.243385	45.303673	39.480236	41.325054	33.487503	34.310505	39.683128
PRDM2	2.291723	7.127108	3.777793	6.761108	8.534959	7.414851	7.458739	5.954591
RGS2	24.72348	24.121447	27.225388	28.795189	35.223255	31.16609	28.697237	31.400869
TROVE2	13.104018	17.754566	16.451675	13.93985	14.39616	12.503869	17.064602	12.614101
UCHL5	41.376659	36.968674	46.556881	40.506382	41.989777	37.494835	38.430233	39.417995
BCAS2	48.413952	53.128212	54.720467	63.18346	57.979649	51.002388	52.674561	52.288956
SRSF11	65.866142	68.470284	99.165138	89.268364	73.443047	81.419373	70.295677	76.835762
CTH	21.843653	25.806564	23.42164	29.039722	25.040766	25.528057	22.692638	23.512535
AGMAT	16.374262	16.117455	13.446651	13.587752	13.981031	16.310028	15.802253	16.128557
PLEKHM2	23.323889	21.125675	20.779629	17.848452	22.95435	23.807423	28.289505	21.227709
CRYZ	20.43231	19.589645	18.124525	16.575245	17.904873	16.457905	20.6777	22.431973
PHTF1	13.165154	13.354497	12.962533	15.044744	13.615827	12.075624	14.185214	13.145482
ZBTB17	14.723601	12.545451	11.615755	10.080286	16.67454	14.287053	14.162808	10.30511
CD58	14.497777	13.71977	20.08952	20.785166	15.711396	14.594301	15.881058	15.869571
TFAP2E	0.212927	0.249737	0.235806	0.137357	0.225745	0.274028	0.228951	0.132164
TTF2	23.016232	17.95429	18.985781	15.665908	22.673084	20.596462	21.178543	16.44356
NR5A2	0.206254	0.080135	0.188192	0.259883	0.037146	0.163852	0.171293	0.151143
KIF21B	3.536447	2.665983	2.895243	2.042244	2.287632	2.183101	2.142706	2.062434
TMEM9	39.834118	28.486832	27.158947	27.756792	29.903582	26.766211	25.905037	27.842287
ADPRHL2	11.190678	9.559525	7.202493	7.65315	9.530701	9.717306	10.553258	9.794874
MAP7D1	94.42688	86.495605	89.548935	46.718769	93.132591	91.832947	84.475288	83.048965
WARS2	15.73336	16.108887	14.699991	16.48287	15.822237	13.017628	15.423538	13.224934
OSCP1	4.303893	3.234236	2.384688	2.07707	3.034619	0.914642	1.373093	2.003791
MRPS15	94.913788	93.26683	104.210701	98.632645	98.782372	97.268349	92.172531	81.823326
EXOC8	6.224237	6.201231	6.276594	6.38702	6.523362	6.284857	5.862774	6.142424
GNPAT	28.55422	24.063046	22.467892	26.814531	25.240744	20.949005	20.693861	25.066214
TSNAX	19.04851	26.089659	21.059498	20.778824	21.791853	27.366018	22.407185	21.512974
C1orf109	12.456675	12.680003	9.901149	10.525285	13.037376	10.805944	10.205268	11.627307
RRAGC	11.315278	12.340961	9.4824	12.632447	9.452978	10.09307	9.385811	10.406431
TBCE	29.026711	30.111458	32.474243	37.103733	30.904154	28.222281	28.203552	26.715601
LGALS8	8.910736	9.895241	9.782751	10.34208	8.638156	10.469282	11.136525	12.103973
HPCAL4	0.024056	0	0	0	0	0	0	0
MTR	12.136525	12.192842	11.667168	13.106617	13.543167	12.345306	11.493199	13.628469
BMP8B	2.583362	2.741803	2.528417	2.632028	2.397495	2.305568	2.654142	2.589357
MYCL	0.314621	0.300654	0.182491	0.560647	0.322213	0.251691	0.144921	0.34267
SIPA1L2	3.449911	2.634294	2.65716	2.321743	3.112172	2.810392	2.582266	2.391037
RLF	5.074376	5.598512	5.625791	6.720369	6.334927	6.248679	5.268249	6.035374
KMO	2.543144	4.124456	0.531039	0.886515	3.976126	0.565729	2.710569	2.253984
ZNF684	2.97397	3.846149	3.498189	2.436493	2.556356	1.746367	1.54148	1.789612
KCNQ4	0.141923	0.156249	0.161908	0.186268	0.245506	0.102336	0.156908	0.183509
RIMS3	0.378462	0.248026	0.315753	0.132654	0.330756	0.250046	0.305641	0.332828
AKT3	5.175954	6.759402	5.298676	7.099351	5.968018	4.157178	5.143971	4.194238
ETV3	5.556343	5.441584	5.376906	5.206902	5.066806	4.621422	5.125013	4.736514
ACADM	32.602982	23.814924	33.414577	38.433399	25.634169	31.376678	28.629614	35.379581
ST6GALNAC5	0	0.046567	0	0	0	0	0.046763	0.029608
ADGRL2	0.904436	0.635828	0.793299	0.676593	0.556795	0.418453	0.36184	0.569882
PADI2	0.066406	0.026801	0.033943	0	0.04348	0.064361	0.04037	0.053268
SDHB	137.192566	165.931229	131.775848	157.182037	152.663177	136.758408	140.385727	140.544632
MFAP2	27.642431	20.675928	21.774183	21.424288	19.757816	18.964708	17.391333	14.773682
RPF1	33.370323	31.086508	39.290356	39.851215	34.992996	33.912991	35.101841	34.143768
KDM5B	23.493305	19.412184	19.186914	20.260288	19.288549	18.602421	18.073586	19.722454
UAP1	44.209381	46.237621	40.60228	49.842827	43.228313	42.737816	43.456284	47.068287
ACTL8	2.862111	3.300832	2.462854	1.959865	2.752011	2.685022	3.49341	3.280178
CTBS	1.053578	1.596232	2.299051	1.472232	1.360787	1.102731	1.10017	1.065795
KLHL12	11.0322	11.007369	9.903051	10.615561	10.590595	8.902853	8.871635	11.210422
SSX2IP	7.745807	7.362711	8.045579	8.578865	8.880765	8.575179	6.980298	13.058182
ZNHIT6	19.047066	17.218664	20.939629	21.046947	19.808044	19.435921	19.612944	19.808575
RBBP5	9.89943	10.925919	9.47401	11.322536	9.569349	10.02984	9.677296	11.3156
GBP3	0	0.031661	0	0	0	0	0	0.031464
KIF17	2.049142	2.227587	4.494412	2.690804	2.736843	4.438127	2.505061	3.361097
GPR89A	7.972006	7.375264	7.315033	8.338595	6.42976	9.337728	9.588549	8.694054
CDK18	10.374363	10.490926	15.428018	8.783306	7.942837	13.132611	11.553794	6.760626
RAB29	13.067075	14.527379	13.473061	14.675572	12.777615	12.672508	11.554446	11.846855
CD160	0.124865	0.2253	0.355477	0.209798	0.337582	0.102764	0.313881	0.102471
ECE1	68.660782	78.858521	63.371502	54.708641	63.716309	76.968231	61.705231	63.493237
HMGCL	5.170712	3.872542	3.107875	5.670927	3.519211	4.604551	3.460438	3.958062
GALE	58.49506	46.636375	47.202343	29.605906	43.474903	40.684483	51.562824	47.691807
ID3	193.870834	206.494553	177.970337	171.073853	199.256012	208.508652	185.449127	190.247131
CD46	79.288902	92.370216	102.903831	95.62468	81.925636	86.040428	87.319489	86.824654
PRPF3	36.838264	36.10807	35.833797	40.816734	40.077915	39.68298	40.430634	36.656384
APH1A	51.178082	68.209541	53.203369	59.231792	45.502861	62.73896	53.989471	60.17379
P3H1	23.021605	23.93078	27.202801	19.380024	21.76807	23.964682	21.124495	23.818954
SLC2A1	32.142014	29.507641	29.473469	29.320969	32.561798	33.779362	31.353127	32.369942
EBNA1BP2	144.951111	97.500374	162.718826	123.114571	126.446373	128.116547	109.856049	115.961052
CDC20	117.018677	119.413383	111.666168	110.658775	124.832527	124.952965	118.408844	109.428574
ARTN	1.466242	0.58568	1.396504	0.523065	0.769949	0.712078	1.110408	0.819239
IPO13	13.465231	14.163315	15.126938	10.756199	13.054886	13.390328	14.427442	13.023682
ATP6V0B	49.704586	53.941135	39.648033	51.412155	49.732201	61.904453	54.512836	54.891319
B4GALT2	89.856697	94.916885	85.613075	93.895416	97.145851	98.810455	97.187714	92.177986
ERI3	54.750164	57.72707	50.500027	65.003342	50.830124	60.924698	59.652203	51.362152
PTCH2	0.297309	0.680128	0.404362	0.369207	0.580704	0.931345	0.619658	0.725293
AKR1A1	55.12114	62.551945	52.189346	58.030594	48.871784	46.671528	52.619232	49.608013
PRDX1	1202.245361	615.248291	800.89978	1184.099121	1040.128296	841.417786	683.071777	838.71991
PIK3R3	7.43443	6.418251	5.115757	7.037139	5.636632	6.55775	6.789206	8.152307
TSPAN1	2.727187	2.141191	3.065209	3.326314	2.618939	1.893222	2.996276	2.319642
BLZF1	10.053639	10.349769	11.173791	13.026768	10.221286	11.257152	10.590575	11.137203
