gene	Sham-1	Sham-2	12-HETE-1	12-HETE-2
Serpinb8	0.131296	0.066263	0.259832	0.972323
Cln8	11.01289	8.774312	15.011624	13.764954
2310035C23Rik	6.187937	2.426679	8.595714	5.512602
Tnfrsf11a	0.158716	0.039846	0.038435	0.497235
Gin1	8.396344	6.153664	4.274067	4.406782
Pam	9.483737	8.154215	4.293506	6.159408
Ccdc93	1.704626	3.776743	6.364591	7.127728
Actr3	27.929964	23.899731	112.490425	94.274925
Slc35f5	18.273129	22.46739	57.931427	57.663925
Gpr39	1.539542	1.270749	6.16192	7.589265
Lypd1	0.204914	0	0.125689	0.243662
Tmem163	0	0	0.130204	0.102887
Acmsd	10.176991	10.882191	1.659717	1.919001
Ccnt2	4.164381	2.079513	5.615078	5.808251
Ubxn4	27.119587	41.37125	36.143436	39.588085
Lct	0	0	0.071736	0.389417
Mcm6	1.6556	0.630122	44.248722	55.048794
Dars	36.713421	40.2771	58.766525	66.664925
Rgs1	0.863882	1.206611	0.015055	0.172052
Rgs2	1.402434	0.763996	0.190499	0.292971
Cdc73	2.133696	4.321961	2.624689	2.399127
Cfh	290.049835	273.981689	44.887184	54.355968
F13b	67.629364	68.226318	22.311966	26.000652
Tsn	8.629202	7.817033	12.308766	12.965888
Nifk	17.006496	26.266079	33.670033	36.518726
Tfcp2l1	0.399713	0.489675	2.822244	3.173077
Epb41l5	8.546556	10.028993	10.085281	11.065729
Ptpn4	0.827616	0.836241	1.891487	1.66053
Dbi	455.249054	470.154846	220.325104	215.970901
Sctr	0	0	0	0.02069
3110009E18Rik	0	0	0.060045	0.167413
Steap3	1.513186	1.25147	12.689471	10.187516
Marco	6.369627	2.51443	1.228422	0.814239
Nek7	14.246538	15.142187	12.568027	12.194009
Ptprc	1.622818	1.061128	0.137702	0.055254
Nr5a2	11.62509	11.276921	3.025176	3.063933
Cd55	5.207508	5.717033	0.507713	0.490576
Ddx59	2.215629	2.177644	4.728504	6.860429
C4bp	219.427658	179.699234	59.215771	60.581238
Pfkfb2	15.47386	10.227962	1.270627	2.195371
Tmem9	5.886868	4.495877	17.443327	8.965577
Tnnt2	0.334147	0.11677	0.576025	0.394977
Fcamr	0.533499	0.107698	0	0
Pigr	170.789627	217.713562	103.89106	111.620079
Csrp1	5.965714	3.42617	8.94494	8.493404
Gpr37l1	0	0	0	0.023539
Srgap2	1.831529	1.800871	8.43705	8.282473
Arl8a	8.484447	6.520667	24.413012	26.957155
Eif2d	12.882296	12.338527	22.19104	20.579109
Ube2t	0.213641	0.031191	2.204844	1.686959
Rassf5	1.27827	1.953478	3.791376	2.389679
Rab29	6.900695	6.238309	6.014348	4.004139
Nucks1	15.182094	17.508755	12.821377	14.607103
Slc45a3	8.393071	7.686659	3.524578	4.431232
Elk4	10.270824	14.136046	12.990897	15.10228
Cdk18	12.214914	15.306983	17.237957	16.659338
Rbbp5	5.263696	5.791005	10.206492	13.959257
Nfasc	0	0	0.011369	0
Pik3c2b	0.408619	0.344335	1.003338	1.043423
Syt2	0	0	0.081457	0.12409
Klhl12	4.268598	3.997219	8.024549	8.861612
Cyb5r1	1.523789	1.036146	22.170006	22.081921
Adipor1	27.344221	27.880285	43.707554	42.205006
Ppfia4	0.115324	0.133081	0.167875	0.160679
Atp2b4	0.459238	0.377946	0.108632	0.143511
Tor1aip1	20.010199	14.492683	14.124356	14.051595
Xpr1	6.227376	4.032813	4.550272	5.056474
Stx6	7.275427	2.296865	2.948414	4.264877
Mr1	0.597498	0.417579	0.91376	1.364328
Glul	380.179535	382.805054	119.833023	103.560417
Rgs16	22.027166	65.375252	62.43544	32.01646
Lamc1	2.424371	2.56989	25.576334	28.292418
Lamc2	0.146128	0.137157	4.763084	4.452249
Ncf2	0.885038	0.695821	0.279671	0.110803
Rgl1	2.986114	2.170053	0.548441	0.67773
Fam129a	0.718272	0.385422	0.981389	0.904046
Rnf2	5.137831	3.946883	8.093126	9.027681
Coq8a	26.161627	14.596832	17.774431	15.388567
Cdc42bpa	3.131401	3.104634	8.842005	9.189351
Ahctf1	9.216585	4.755338	12.748442	16.763906
Tfb2m	6.940288	12.702477	12.264953	12.403346
Kif26b	0.080202	0.051515	0.008053	0.008124
Efcab2	0.335442	0.875015	0.844716	1.08901
Parp1	7.825837	8.66003	18.18029	17.629972
Acbd3	7.895186	8.110248	19.873722	24.499712
Cox20	16.547588	18.667707	14.101822	15.606976
Desi2	1.839579	2.199306	9.561751	7.575199
Sdccag8	1.001931	1.422069	2.29587	3.179483
Capn2	9.96268	6.361887	92.86364	106.331879
Trp53bp2	3.850484	3.685327	9.314157	9.487244
Srp9	38.854561	80.042534	62.999298	57.589985
Nvl	3.499965	4.18016	11.207026	12.14917
Tmem63a	3.18195	4.984873	8.440401	7.207646
Pycr2	3.071297	3.337054	10.250866	8.428117
Wdr64	0	0	0.056861	0.044068
Opn3	0.366813	0.565371	7.263886	5.661109
Fh1	161.178238	145.950455	35.362354	33.947842
Rgs7	0	0.083245	0.466774	0.385362
Ifi211	2.110082	0.644102	0.245848	0.980392
Apcs	342.376251	401.281647	49.496414	45.275253
Dusp23	5.324896	6.279838	4.946362	4.10671
Tagln2	7.383992	5.325836	52.801746	60.590931
Slamf9	0.303833	0	1.130298	0.943278
Copa	71.963913	56.795681	54.039463	48.102085
Dcaf8	39.080914	34.336632	48.717209	52.634148
Vangl2	0	0	0.127155	0.017224
Uck2	3.462662	3.686035	12.298228	14.884407
Tada1	4.312178	4.628	4.406663	5.350392
Pou2f1	0.620325	0.604457	2.425779	2.944416
Mpzl1	0.873831	0.656192	5.776833	8.010402
Adcy10	0	0	0.099861	0.209849
Mpc2	82.051453	98.90435	84.674606	68.764015
Dcaf6	7.550956	8.4032	6.883804	7.106353
Dpt	3.196866	2.155995	0	0
Nme7	3.824053	2.163344	6.09472	5.970829
Atp1b1	14.319616	14.794314	12.210102	10.937931
Blzf1	5.364261	7.76679	7.03675	9.088168
Ccdc181	1.466036	1.163909	3.80045	5.312765
F5	64.860542	60.21751	16.347094	17.112625
Selp	0.792046	0.865421	0.163724	0.080139
Sell	0.82896	0.105003	0	0.009398
Scyl3	8.407001	7.876944	8.098	8.267007
Kifap3	0.349806	0.403523	5.170052	5.127661
Prrx1	0	0	0.077522	0.117533
Sec16b	28.710581	25.699278	2.195009	1.615973
Tex35	0	0	0.013135	0
Ralgps2	1.80005	2.096175	4.26638	3.636883
Abl2	1.041656	0.985781	8.964045	9.242947
Soat1	0.44235	0.206447	0.09106	0.133688
Smyd2	9.326493	10.007529	28.496775	33.033234
Ptpn14	0.418748	0.24443	18.351105	18.508801
Cenpf	0.189141	0	0	0
Kctd3	5.33266	8.197443	18.019077	17.666252
Ush2a	0	0	0.022996	0.029885
Esrrg	0.037313	0.206381	0.02047	0.020927
Spata17	0	0	0.058396	0
Slc30a10	9.649273	9.641694	5.433787	5.035707
Eprs	37.037838	42.104778	39.958126	42.393932
Bpnt1	33.64064	31.502697	24.766184	21.609535
Iars2	13.780863	11.474594	24.853632	25.466969
Mark1	0.106871	0.035957	0	0.013319
Marc1	146.794144	152.726471	39.130287	38.996639
Nek2	3.039538	0.234844	0.500168	0.99243
Lpgat1	109.926758	131.268372	18.101824	19.750519
Ppp2r5a	29.884596	27.331472	52.440586	42.108791
Tmem206	0.312427	0.315083	4.122189	4.713777
Atf3	1.462173	1.325722	26.720039	31.20023
Batf3	0.245998	0	0	0
Tatdn3	2.532841	2.240138	2.110233	2.05833
Angel2	7.906916	7.442438	12.152716	12.816224
Traf5	0.353024	0.42935	4.816274	4.140381
Irf6	8.087246	8.047836	17.573305	16.578857
Lamb3	0.197461	0.228687	0.609827	1.38593
Plxna2	1.250797	1.34377	1.77525	1.399069
Usf1	14.730939	9.155439	15.746757	17.2033
Nmt2	2.738215	2.687465	11.83196	13.420411
Suv39h2	0.185338	0.208421	0.626494	0.647808
Dclre1c	0.984106	0.947179	2.017602	1.674395
Cfap126	0	0.806257	0.565392	0.583344
Meig1	0	0	0.265611	0.560143
Fam107b	11.475111	14.27121	59.923065	66.823891
Fcgr2b	15.708826	12.115436	0.668016	1.847767
Frmd4a	1.750957	0.644032	3.748441	4.963126
Dusp12	3.537346	4.441761	5.495211	6.173817
Sephs1	6.121698	5.768084	18.518114	14.911994
Atf6	13.850397	18.695608	13.907267	14.380788
Phyh	898.987305	920.977417	324.685547	319.816254
Uhmk1	8.944542	9.99725	14.593318	16.163155
Mcm10	21.665558	19.031996	1.741493	1.305895
Uap1	22.381899	28.656441	13.485805	15.652569
Optn	30.987684	30.619278	22.945814	23.159931
Ddr2	0.501329	0.269959	0.019335	0.039094
Hsd17b7	15.055288	18.128643	8.409181	8.102489
Ccdc3	0.599183	0.226605	0	0.056382
Rgs5	6.934357	6.213548	0.040549	0.082353
Enkur	0	0	0.091732	0.187243
Nuf2	0.104205	0	0.02302	0.128336
Lmx1a	0	0	0.016541	0
Aldh9a1	70.441177	81.243423	32.605591	27.681377
Mgst3	2.081238	4.299344	6.403096	3.70409
Fmo3	0	0.884121	0	0
Fmo4	0.560442	4.132802	2.19521	1.569054
Mettl13	2.923715	3.591249	9.304595	8.016843
Vamp4	6.646286	8.230406	4.377806	3.950964
Pigc	1.735554	3.136482	5.425442	6.370607
Prdx6	168.380325	207.795792	303.508209	267.582336
Klhl20	2.102459	2.34248	3.131931	3.088195
Nsun6	0.541111	0.127871	1.226636	1.07526
Cenpl	0.651718	0.72314	1.252493	1.546782
Dars2	4.028646	6.514531	3.971627	4.452221
Mrc1	9.397191	7.571601	0.108239	0.099349
Serpinc1	461.114838	531.614929	234.604004	186.49823
Stam	4.34759	6.535879	7.697774	11.657644
Rabgap1l	9.950362	10.301537	8.574067	7.363775
Trdmt1	0.238173	0.400128	0.882874	0.720311
Tnn	0	0	0.026053	0
Cubn	0	0	0.027411	0.028421
Rsu1	8.851089	8.283372	27.922609	29.313038
Vim	9.008973	8.002501	99.847206	127.630188
Pter	18.085432	17.809505	51.771481	46.407505
4930426L09Rik	0.068708	0	0	0
Pip4k2a	1.951663	0.608739	1.512086	1.760668
Bmi1	5.772774	5.878151	4.7963	5.990276
Dnajc1	6.691606	6.313957	6.699455	9.321661
Mllt10	3.254908	2.979365	9.950866	12.579982
Nek6	10.600607	15.599547	8.807371	6.911746
Psmb7	92.495361	90.204865	116.745506	112.808891
Nr5a1	0	0	0.09262	0.018777
Ppp6c	15.939083	9.538386	10.382112	11.70607
Golga1	5.290745	8.058898	5.082315	6.352025
Arpc5l	16.933966	20.729828	44.821838	40.223152
Orc4	6.044698	6.846652	6.964962	5.871792
Kif5c	0	0	1.054563	1.367246
Mmadhc	51.493847	55.437878	43.924309	44.128765
Fam188a	20.245075	19.4706	7.475142	8.134151
Itga8	0.687849	0.360033	0	0
Il2ra	0.068162	0.022934	0.025096	0.012742
Spopl	4.158785	5.579346	3.050348	3.970614
Pfkfb3	25.895983	15.54881	12.168847	22.046766
4931423N10Rik	0	0	0	0.061042
Yme1l1	23.903963	25.882442	19.097555	20.335882
Prkcq	0.567373	0.140622	0.015451	0
Mastl	0	0	0.345455	0.540253
Acbd5	52.098248	37.707047	14.312504	15.655324
Abi2	0.521028	0.31576	0.695344	1.397779
Pdss1	1.188242	1.821954	3.013845	4.553298
Pkn3	0	0	1.354051	1.734652
Apbb1ip	1.673384	0.240405	0.205045	0.09898
Zbtb43	4.612271	4.965089	7.186393	5.733414
Odf2	5.083818	2.605604	7.405067	12.885951
Slc2a8	5.224919	5.261802	4.703375	4.728444
Lrsam1	0.716032	1.229164	10.380847	10.429887
Fam129b	1.129765	0.977994	6.878087	11.085303
Stxbp1	0.257039	0.410658	0.800866	1.43513
Coq4	7.270741	3.770209	7.776715	4.680455
Med27	3.611594	2.8693	2.779254	3.675208
Ttf1	3.55363	3.272032	5.731652	5.754004
Barhl1	0	0	0.044745	0.10361
Ddx31	1.562956	3.012813	5.307341	5.973675
Ak8	0	0	0.105991	0.021708
Dpm2	7.165486	8.981555	17.941177	23.587042
St6galnac6	15.688532	21.28656	8.087097	6.563699
Tsc1	2.958863	2.352481	5.763835	5.505584
Eng	18.890017	14.076758	1.570489	1.331494
Gtf3c5	2.392683	3.07452	7.659843	9.183362
Ak1	0	0	0.453098	0.080892
Slc25a25	109.012657	71.565765	5.483302	6.913005
Ptges2	5.609195	9.085753	6.581429	6.719464
Ralgds	0.409253	0.229492	1.455978	2.159719
Lcn2	727.245056	753.943542	92.129593	99.378448
Dnm1	0	0	0.123865	0
Nr4a2	0.084287	0.08334	0.422361	0.652016
Gpd2	5.871696	5.204747	16.59263	15.057585
Gbgt1	0.300357	0.301623	0	0
1700007K13Rik	0	0	0.136361	0.069236
Cytip	0.310385	0.065903	0	0.018403
Olfm1	1.016249	0.577602	2.177401	0.96737
Acvr1	2.651254	2.844521	11.548284	13.998671
Col5a1	0.511572	0.260884	0.013172	0.006688
Upp2	212.194519	169.276917	6.949666	7.527687
Lamc3	0.207844	0.137525	0	0
Abl1	6.115873	3.435478	8.37414	8.22436
Fubp3	6.492387	6.023755	13.859851	13.222084
Tor1b	7.540778	6.534944	5.215337	4.820823
Tor1a	34.564213	31.043854	24.929998	25.564445
BC005624	12.072461	11.634858	16.400026	21.174114
Crat	9.814278	8.615386	6.31536	5.588448
Usp20	1.473433	1.305832	2.088459	1.578468
Dolpp1	10.968631	11.907879	1.73508	1.323005
Ntmt1	4.633255	8.124012	13.121051	22.008261
Miga2	10.900002	10.666028	6.706831	5.958793
Sh3glb2	7.224184	4.818619	16.145067	11.645817
Hspa5	291.369202	645.684387	165.271576	159.531662
Kynu	56.934513	49.429813	5.34226	4.262368
Gapvd1	12.64176	9.564051	16.219814	14.3309
Psmd5	4.643536	5.226096	23.299473	22.937895
Cutal	7.594298	6.575683	9.369632	8.543476
Zeb2	1.424211	0.719042	0.577737	0.319764
Phf19	0.106091	0.107636	0.59307	0.722169
Hc	278.866913	196.799179	48.947182	51.970798
Traf1	0	0	0.504506	0.405794
Rab14	34.521381	39.050949	31.452478	27.04583
Gsn	6.417511	6.108925	0.187811	0.247853
Stom	13.363622	11.169324	26.353434	23.381678
Dab2ip	3.086301	1.311602	10.503345	12.542771
Ttll11	0.283497	0.228749	0.777135	2.234099
Mrrf	9.948408	11.307686	11.062926	9.391192
Grb14	21.539742	14.468319	14.644392	13.018865
Rbm18	7.128414	11.616061	7.193526	11.069304
Lhx6	0.661756	1.482907	5.643981	4.075037
Gca	6.324481	3.733829	3.211283	2.671298
Ndufa8	99.203705	110.536789	114.709259	94.522331
Ifih1	6.772184	5.756724	7.918572	7.382071
Psmd14	28.378677	30.104834	52.741848	52.653088
Strbp	4.133777	4.260124	19.996586	20.122271
Wdr5	9.46536	11.324079	33.70887	35.955082
Brd3	6.422693	4.41344	9.338772	9.57457
Egfl7	16.767786	17.581652	5.598276	5.754864
Agpat2	62.049389	53.815784	42.82542	36.227024
Notch1	3.603554	2.295863	5.172462	4.844256
Sec16a	31.020483	39.242767	22.087526	14.659396
Inpp5e	0.580252	0.63115	3.854831	5.085508
Pmpca	23.815811	24.950989	42.878799	43.464012
Sdccag3	17.468464	14.391782	26.855459	31.893909
Card9	0.205947	0	0.169821	0.67704
Gpsm1	0.386438	0.176893	3.890334	5.422938
Nacc2	3.695922	1.966791	7.746198	11.233332
Camsap1	1.58297	1.508426	5.153822	6.11935
Fcna	34.708691	28.298628	1.360959	1.572711
Tmem141	6.05489	7.8884	5.496697	4.651203
Ccdc183	0	0	0.10124	0.095427
Mamdc4	0	0	0.860044	1.068914
Traf2	3.149357	1.862027	16.638241	17.539785
Abca2	7.232785	7.47301	7.262567	6.527755
Nmi	14.536327	12.734794	24.302261	26.835489
Neb	0.405822	1.035925	0.048049	0.030379
Sapcd2	0	0	0.052398	0
Uap1l1	1.286492	0.331726	4.42534	6.36227
Dpp7	15.628556	13.458355	13.030405	14.957015
Arl6ip6	3.022138	2.793539	6.067189	7.474217
Anapc2	11.818383	10.318498	47.99567	50.143799
Ssna1	10.751674	11.144179	28.872801	34.220058
Rbms1	7.933321	7.360719	17.363205	17.340937
Itgb6	0	0	0.029111	0.040708
Arrdc1	1.458585	0.615407	9.100244	9.35633
Zmynd19	3.175373	4.219872	15.102212	14.716354
Dph7	0.62673	0.304888	3.549829	3.109481
March7	6.299378	8.348017	10.710896	11.925101
Psd4	0.306916	0.044911	1.573016	1.465981
Ly75	0.144667	0.04279	1.057209	1.392524
Il1rn	2.835655	1.703869	4.300761	4.15632
Hnmt	7.061702	9.911332	0.988094	1.096957
Baz2b	5.974643	3.326907	6.831429	7.98115
Wdsub1	3.590901	2.879538	13.7351	13.667783
Pkp4	13.356414	10.315304	21.263094	17.652821
Galnt3	0	0	0.05784	0
Nup35	2.018446	2.949099	5.918797	5.444567
Dusp19	1.298918	2.383918	2.405685	2.51409
Nckap1	25.56785	26.735395	42.802521	44.117428
Frzb	0.318337	0	0.017405	0.017853
Dnajc10	8.531157	9.252939	14.437839	20.191803
Ssfa2	14.439197	15.205836	21.31529	22.626453
Itga4	0.46827	0.443298	0.06802	0.041564
Slc25a12	6.306375	6.95437	6.027714	4.226566
Ube2e3	9.039708	15.596002	15.142886	17.899849
Dync1i2	10.484611	12.556202	30.517426	32.505573
Cwc22	5.653021	4.960532	7.029593	5.851751
Cybrd1	0	0	0.261966	0.272833
Zfp385b	3.006486	3.341338	6.359475	8.691718
Hat1	3.482931	2.861579	24.519342	27.539309
Xirp2	0	0	0.069278	0.126419
Stk39	0.253412	0.199139	0.804043	0.794886
Cers6	7.799385	9.067713	3.423271	1.808443
Abcb11	97.808029	76.94294	10.241173	12.385211
Ssrp1	21.76825	21.64193	49.881332	49.836578
Dhrs9	0.117081	0.070907	2.452662	2.77081
Lrp2	0.019321	0.012956	0.003581	0.025443
P2rx3	0.163709	0	0.183268	0.37201
Slc43a3	16.947319	17.834	1.746877	1.349353
Slc43a1	3.738164	5.259272	1.554293	1.279748
Timm10	17.99122	15.51118	70.354507	69.813164
Ube2l6	19.020273	14.459595	17.45343	14.81447
Clp1	17.171062	7.905855	14.074075	14.884825
Med19	4.470979	4.54822	11.623255	11.62285
Tfpi	1.573578	1.12978	0.121564	0.140506
Fastkd1	4.554677	6.679575	7.08181	8.67127
Itgav	3.421983	4.283696	14.654382	13.339487
Phospho2	12.910676	12.212078	6.712662	7.56427
Zc3h15	32.831013	25.601196	105.639244	95.249573
Mtx2	15.586091	16.783838	21.362692	20.757261
Atf2	9.069238	9.952008	8.877495	9.759923
Ola1	15.001947	11.167153	15.15497	18.121887
Sp3	7.320998	6.284823	7.576882	8.194357
Itga6	0.405251	0.223117	5.689232	7.114432
Kif18a	0.090312	0	0.311709	0.260469
Arl14ep	4.181213	3.993543	10.317224	11.159387
Slc12a6	1.859289	1.55356	3.333754	3.363672
Emc4	35.111271	30.723372	50.778767	45.586082
Katnbl1	2.298934	2.226231	6.47809	7.316847
Nop10	28.140421	30.499666	45.786713	38.223106
Lpcat4	0.295707	0	0.576172	0.605172
Ccdc34	0.057102	0.557121	1.943875	1.925856
Lin7c	14.501406	16.948984	12.468362	15.047807
Commd9	13.162222	11.032516	15.786716	12.666169
Traf6	2.856271	3.497489	9.382598	10.867066
B230118H07Rik	2.964436	7.834754	1.589115	1.795397
Dnajc24	4.308553	3.990196	8.256233	4.716691
Elp4	3.477618	2.348152	1.910682	1.96854
Eif3m	33.914246	41.399426	92.682388	107.350105
Prrg4	0.309862	0.140924	11.385735	13.927751
Depdc7	7.731339	9.120051	6.790048	6.263807
Tcp11l1	0.273946	0.263525	8.933318	6.497719
Cstf3	4.14134	5.46736	7.907882	8.579892
Hipk3	14.403831	16.908504	20.717716	17.613985
Fbxo3	16.053324	13.701902	9.193325	11.981082
Caprin1	47.560566	44.478821	49.673496	63.920311
Nat10	6.822635	9.460252	13.543016	13.629186
Elf5	0	0	0.246131	0.280813
Cat	765.448608	705.817017	579.03064	562.340576
Pamr1	2.13759	0.458561	0	0.03926
Trim44	8.420534	9.175334	25.226688	26.026661
Api5	14.87394	16.749586	33.715229	39.598499
Ttc17	6.419446	7.497267	18.519684	18.445009
Hsd17b12	50.479336	75.516479	105.402222	112.144699
Ext2	17.740318	12.248408	11.73577	11.06896
Gatm	2.301796	1.27913	0.08475	0.114365
Sema6d	1.967638	1.233918	0.330672	0.480015
Myef2	2.334063	3.322345	13.363936	14.011848
Dut	1.335544	1.345934	7.124907	7.05422
Fbn1	0.183713	0.051378	0.034075	0.018707
Cops2	21.050692	28.874018	22.864702	26.12315
Galk2	4.382968	7.219353	4.033149	4.455866
Fam227b	0	0	0.009846	0
Meis2	0.672397	0.189946	0.197911	0.558172
Cd82	25.131416	21.942703	45.273296	33.244198
Tspan18	0.106899	0.107901	1.450567	1.119689
Slc28a2	0.166604	0.038807	0.142263	0.133159
Chst1	0	0	0.082355	0.228376
Pex16	62.23386	51.745346	32.17448	27.549444
Mapk8ip1	0.244946	0.462947	0.428238	0.308116
Duoxa2	0	0	0	0.141256
Sord	268.596649	286.266327	138.250854	137.082077
Creb3l1	0.114747	0.077744	0.042537	0.161842
Eif3j1	11.702061	14.461545	21.758774	21.784538
Mdk	0	0	0.097116	0.118592
Wdr76	0.144237	0.24215	1.671787	1.80221
Harbi1	7.753505	7.254136	4.543353	5.63505
Atg13	22.001898	28.774395	19.852615	20.310694
Hypk	30.755501	32.6306	9.154542	9.056583
Ell3	0.32757	0.131528	0.23945	0.212652
Arhgap1	3.897335	6.129409	8.040484	8.586929
Pdia3	167.139236	212.056793	105.71228	99.50882
F2	724.124084	711.336548	545.515808	518.226807
Lrp4	1.634449	1.462978	1.653524	1.476452
Map1a	0.050517	0	0	0.004754
Arfgap2	42.685913	39.706276	31.711132	29.679159
Pacsin3	28.853342	20.799992	34.196033	29.003309
Adal	2.932	8.059259	2.176324	2.109557
Hao1	153.544418	140.879105	15.18107	19.957483
Tubgcp4	11.024945	10.495844	13.334195	14.537169
Ubr1	8.826324	3.759861	4.297549	3.99245
Mkks	7.597862	8.150708	8.192145	8.19949
Jag1	0.285416	0.432716	5.595838	7.359117
Slx4ip	0.299643	0.446551	0.613305	1.0307
Mtch2	44.685402	60.826866	38.03112	42.73119
Cdan1	1.412428	0.903967	3.569824	4.293424
Haus2	3.39562	2.903108	7.149142	8.508688
Lrrc57	3.973922	7.315293	6.300322	6.242886
Snap23	12.450109	14.24961	18.530529	20.731813
Zfp106	16.62475	26.347616	23.858925	24.380728
Vps39	5.537326	7.428006	8.765609	9.589942
Ehd4	2.193892	2.729297	7.649354	8.349167
Itpka	0	0	0.395678	0.432833
Ltk	0	0	0.086129	0
Tyro3	0	0	1.303105	1.652816
Ubox5	1.450322	1.186622	2.620637	3.490297
Ptpra	9.192492	8.257299	15.811968	16.020725
Rtf1	5.216458	4.774988	8.902527	10.337055
Ndufaf1	10.982405	14.237679	10.963306	11.979741
Nusap1	0.17	0.057394	0.070917	0.079722
4930402H24Rik	6.256684	2.132884	18.920525	17.971004
Atrn	10.697259	11.106316	8.441963	8.740172
Chac1	10.161538	10.529177	81.721146	76.203293
Dll4	1.470336	0.836016	0.613312	0.404957
Spint1	0.086306	0	0.047665	0.074201
Adam33	0	0.23548	0	0
Siglec1	1.982399	0.790743	0.102447	0.097202
Rad51	0.059527	0	1.380675	1.499731
Rpusd2	0.811972	0.859257	3.400647	2.932535
Knl1	0.064259	0	0	0
1700037H04Rik	1.572365	0.430043	10.770395	11.989592
Spef1	0.417823	0.07704	0.654554	0.674567
Cdc25b	0.389425	0.131024	0.163778	0.151667
Knstrn	1.842045	0	0.802833	2.025111
Ivd	33.75436	47.5247	7.007116	6.766878
Smox	1.200863	0.839704	100.209465	104.702026
Rassf2	0.267125	0.368198	0.013449	0.006829
Slc23a2	7.86547	3.574	11.718622	12.586394
Tmem230	6.864612	8.361847	11.546721	13.526247
Pcna	13.475166	13.147303	59.677307	63.458637
Fsip1	0	0	0.231642	0.109697
Gpcpd1	144.312424	137.093613	7.297989	7.309802
Rasgrp1	0.132632	0.115708	0.079407	0.021503
Fam98b	7.047664	7.857044	13.670116	17.140802
Spred1	2.541614	2.982607	3.863792	3.53239
Mcm8	0.088528	0.089357	1.072643	1.458172
Fermt1	0.038291	0	0.086558	0.157462
Crls1	14.226546	25.040503	36.822037	31.615757
Bmp2	5.174648	3.521767	0.319145	0.422031
Slc27a2	587.635559	615.514526	129.007889	129.767883
Hdc	6.419935	4.892778	1.163206	0.625988
Gabpb1	4.002202	1.378678	8.116307	11.431627
Usp8	13.943063	14.8944	15.63096	15.374122
Usp50	0	0	0	2.38391
Trpm7	9.960284	12.842947	6.070299	6.492576
Sppl2a	32.600479	34.443974	46.07378	50.359871
Stard7	17.24069	22.859108	9.121003	7.770305
Dusp2	0.185982	0	0.386125	0.518713
Fahd2a	14.437735	11.084878	5.791417	3.311082
Mrps5	16.623169	22.386911	11.693401	12.099202
Mal	0	0.364231	0	0.040408
Mall	0	0	0.055197	0
Nphp1	1.037258	2.77166	5.172972	5.129933
Bcl2l11	0.444619	0.753531	4.940061	5.199955
Ndufaf5	4.122561	1.682947	4.449972	4.339068
Fbln7	0	0.06269	0.017036	0.23512
Zc3h8	0.617268	1.425386	5.972139	5.317696
Ttl	0.262053	0.696775	12.306282	12.542658
Polr1b	5.585617	5.51355	19.563398	18.701294
Slc20a1	19.849678	33.969868	69.965424	101.270241
Il1b	3.145128	3.519552	0.693198	0.695279
Il1a	1.368015	1.020977	0.468458	0.251622
Tgm3	0	0	0.013389	0
Snrpb	40.611954	40.864117	129.569443	121.235329
Nop56	13.595247	14.288853	125.592308	103.308571
Idh3b	86.449448	91.58683	81.373146	80.94799
Cpxm1	0	0.085531	0.046798	0.047444
Vps16	10.635455	12.125252	21.300255	22.788946
Lpin3	1.362991	0.98785	8.663225	7.817153
Bfsp1	0	0	0.02334	0.118507
Rrbp1	150.345657	149.466064	102.880501	108.639778
Snx5	18.547907	21.588068	68.254044	70.522179
Mgme1	2.63287	1.742133	4.430399	5.302591
Csrp2bp	4.652045	3.006385	11.1765	9.315227
Polr3f	2.889004	3.535499	4.632348	4.563822
Rbbp9	8.759582	7.902061	6.981111	5.795644
Sec23b	32.389408	48.0532	27.46505	28.557117
Dtd1	5.255445	6.051112	4.065514	5.284115
Xrn2	16.210526	14.244804	22.693815	25.859535
Cd93	1.691917	0.997073	2.243267	2.904933
Napb	0.451171	0.387063	1.131971	1.222209
Gzf1	9.092947	8.488242	6.897353	7.23491
